Nombre,Apellido,team_name,Posicion,opponent_name,is_home,Precio,form,difficulty,valor,tendencia,volatilidad,rendimiento_ajustado,xP
Odsonne,Édouard,Crystal Palace,Forward,Bournemouth,True,50,0.2,1180,0.04,0,0.3779644730092272,0.1058300524425836,0.26
Joe,Gomez,Liverpool,Defender,Man Utd,True,50,0.2,1125,0.04,0,0.4879500364742666,0.0819756061276767,0.52
Joël,Piroe,Leeds,Forward,Burnley,False,52,0.2,1050,0.0384615384615384,0,0.7867957924694432,0.0488837622540185,0.41
Patrick,Roberts,Sunderland,Midfielder,Wolves,True,54,0.2,1125,0.037037037037037,0,0.3779644730092272,0.0979907892986884,0.46
Dwight,McNeil,Everton,Midfielder,Man City,False,56,0.2,1275,0.0357142857142857,0,0.3779644730092272,0.0944911182523067,0.38
Rayan,Aït-Nouri,Man City,Defender,Everton,True,58,0.2,1115,0.0344827586206896,0,3.3594217189442417,0.010264492375648,0.44
Andrew,Robertson,Liverpool,Defender,Man Utd,True,58,0.2,1125,0.0344827586206896,0,0.4879500364742666,0.070668625972135,0.52
Jadon,Sancho,Aston Villa,Midfielder,Spurs,False,59,0.2,1130,0.0338983050847457,0,0.3779644730092272,0.0896864851208334,0.46
Rayan,Cherki,Man City,Midfielder,Everton,True,63,0.2,1115,0.0317460317460317,0,2.2360679774997894,0.0141972569999986,0.38
Alejandro,Garnacho Ferreyra,Chelsea,Midfielder,Nott'm Forest,False,64,0.2,1165,0.03125,0,0.7867957924694432,0.0397180568313901,0.51
Dominic,Solanke-Mitchell,Spurs,Forward,Aston Villa,True,72,0.2,1250,0.0277777777777777,0,0.4879500364742666,0.0569275042553309,0.42
Anthony,Gordon,Newcastle,Midfielder,Brighton,False,74,0.2,1150,0.027027027027027,0,2.0,0.0135135135135135,0.36
Jaka,Bijol,Leeds,Defender,Burnley,False,39,0.0,1050,0.0,0,0.3779644730092272,0.0,0.24
Alex,Cairns,Leeds,Goalkeeper,Burnley,False,40,0.0,1050,0.0,0,0.3779644730092272,0.0,0.11
Illan,Meslier,Leeds,Goalkeeper,Burnley,False,44,0.0,1050,0.0,0,0.3779644730092272,0.0,0.11
Jonah,Kusi-Asare,Fulham,Forward,Arsenal,True,45,0.0,1325,0.0,0,0.3779644730092272,0.0,0.15
Benjamin,Lecomte,Fulham,Goalkeeper,Arsenal,True,40,0.0,1325,0.0,0,0.3779644730092272,0.0,0.15
Harrison,Reed,Fulham,Midfielder,Arsenal,True,44,0.0,1325,0.0,0,0.3779644730092272,0.0,0.17
Luke,Harris,Fulham,Midfielder,Arsenal,True,45,0.0,1325,0.0,0,0.3779644730092272,0.0,0.17
Martial,Godo,Fulham,Midfielder,Arsenal,True,45,0.0,1325,0.0,0,0.3779644730092272,0.0,0.17
Andreas,Hoelgebaum Pereira,Fulham,Midfielder,Arsenal,True,53,0.0,1325,0.0,0,0.3779644730092272,0.0,0.17
Reece,Welch,Everton,Defender,Man City,False,39,0.0,1275,0.0,0,0.3779644730092272,0.0,0.15
Roman,Dixon,Everton,Defender,Man City,False,39,0.0,1275,0.0,0,0.3779644730092272,0.0,0.15
Nathan,Patterson,Everton,Defender,Man City,False,44,0.0,1275,0.0,0,0.3779644730092272,0.0,0.15
Jarrad,Branthwaite,Everton,Defender,Man City,False,53,0.0,1275,0.0,0,0.3779644730092272,0.0,0.15
Chadi,Riad Dnanou,Crystal Palace,Defender,Bournemouth,True,40,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Borna,Sosa,Crystal Palace,Defender,Bournemouth,True,49,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Rio,Cardines,Crystal Palace,Midfielder,Bournemouth,True,44,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Zach,Marsh,Crystal Palace,Forward,Bournemouth,True,45,0.0,1180,0.0,0,0.3779644730092272,0.0,0.03
Franco,Umeh-Chibueze,Crystal Palace,Midfielder,Bournemouth,True,45,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Kaden,Rodney,Crystal Palace,Midfielder,Bournemouth,True,45,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
David,Ozoh,Crystal Palace,Midfielder,Bournemouth,True,45,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Matheus,França de Oliveira,Crystal Palace,Midfielder,Bournemouth,True,45,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Jesurun,Rak-Sakyi,Crystal Palace,Midfielder,Bournemouth,True,44,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Malcolm,Ebiowei,Crystal Palace,Midfielder,Bournemouth,True,45,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Naouirou,Ahamada,Crystal Palace,Midfielder,Bournemouth,True,44,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Asher,Agbinone,Crystal Palace,Midfielder,Bournemouth,True,45,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Isaac,Schmidt,Leeds,Defender,Burnley,False,40,0.0,1050,0.0,0,0.3779644730092272,0.0,0.24
Sebastiaan,Bornauw,Leeds,Defender,Burnley,False,39,0.0,1050,0.0,0,0.3779644730092272,0.0,0.24
Ármin,Pécsi,Liverpool,Goalkeeper,Man Utd,True,39,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Giorgi,Mamardashvili,Liverpool,Goalkeeper,Man Utd,True,43,0.0,1125,0.0,0,0.7559289460184545,0.0,0.16
Harry,Gray,Leeds,Forward,Burnley,False,45,0.0,1050,0.0,0,0.3779644730092272,0.0,0.11
Mateo,Joseph Fernández-Regatillo,Leeds,Forward,Burnley,False,50,0.0,1050,0.0,0,0.3779644730092272,0.0,0.11
Patrick,Bamford,Leeds,Forward,Burnley,False,49,0.0,1050,0.0,0,0.3779644730092272,0.0,0.11
Darko,Gyabi,Leeds,Midfielder,Burnley,False,45,0.0,1050,0.0,0,0.3779644730092272,0.0,0.12
Joe,Gelhardt,Leeds,Midfielder,Burnley,False,45,0.0,1050,0.0,0,0.3779644730092272,0.0,0.12
Charlie,Crew,Leeds,Midfielder,Burnley,False,45,0.0,1050,0.0,0,0.3779644730092272,0.0,0.12
Largie,Ramazani,Leeds,Midfielder,Burnley,False,49,0.0,1050,0.0,0,0.3779644730092272,0.0,0.12
Sam,Greenwood,Leeds,Midfielder,Burnley,False,49,0.0,1050,0.0,0,0.3779644730092272,0.0,0.12
Cheick,Doucouré,Crystal Palace,Midfielder,Bournemouth,True,49,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Caleb,Kporha,Crystal Palace,Defender,Bournemouth,True,40,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Rob,Holding,Crystal Palace,Defender,Bournemouth,True,40,0.0,1180,0.0,0,0.3779644730092272,0.0,0.11
Remi,Matthews,Crystal Palace,Goalkeeper,Bournemouth,True,40,0.0,1180,0.0,0,0.3779644730092272,0.0,0.03
Walter,Benítez,Crystal Palace,Goalkeeper,Bournemouth,True,40,0.0,1180,0.0,0,0.3779644730092272,0.0,0.03
Landon,Emenalo,Chelsea,Midfielder,Nott'm Forest,False,45,,1165,0.0,0,0.3779644730092272,0.0,0.24
Nicolas,Jackson,Chelsea,Forward,Nott'm Forest,False,65,0.0,1165,0.0,0,0.3779644730092272,0.0,0.23
Kendry,Páez Andrade,Chelsea,Midfielder,Nott'm Forest,False,45,0.0,1165,0.0,0,0.3779644730092272,0.0,0.24
Dário,Luís Essugo,Chelsea,Midfielder,Nott'm Forest,False,44,0.0,1165,0.0,0,0.3779644730092272,0.0,0.24
Mykhailo,Mudryk,Chelsea,Midfielder,Nott'm Forest,False,50,0.0,1165,0.0,0,0.3779644730092272,0.0,0.24
Konstantinos,Tsimikas,Liverpool,Defender,Man Utd,True,48,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Freddie,Woodman,Liverpool,Goalkeeper,Man Utd,True,39,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Trey,Nyoni,Liverpool,Midfielder,Man Utd,True,44,0.0,1125,0.0,0,0.3779644730092272,0.0,0.17
Christopher,Nkunku,Chelsea,Midfielder,Nott'm Forest,False,59,0.0,1165,0.0,0,0.3779644730092272,0.0,0.24
Aarón,Anselmino,Chelsea,Defender,Nott'm Forest,False,40,0.0,1165,0.0,0,0.3779644730092272,0.0,0.32
Josh,Acheampong,Chelsea,Defender,Nott'm Forest,False,40,0.0,1165,0.0,0,3.3594217189442417,0.0,0.32
Mamadou,Sarr,Chelsea,Defender,Nott'm Forest,False,45,0.0,1165,0.0,0,0.3779644730092272,0.0,0.32
Levi,Samuels Colwill,Chelsea,Defender,Nott'm Forest,False,48,0.0,1165,0.0,0,0.3779644730092272,0.0,0.32
Tyler,Morton,Liverpool,Midfielder,Man Utd,True,45,0.0,1125,0.0,0,0.3779644730092272,0.0,0.17
James,McConnell,Liverpool,Midfielder,Man Utd,True,44,0.0,1125,0.0,0,0.3779644730092272,0.0,0.17
Stefan,Bajčetić Maquieira,Liverpool,Midfielder,Man Utd,True,44,0.0,1125,0.0,0,0.3779644730092272,0.0,0.17
Luis,Díaz Marulanda,Liverpool,Midfielder,Man Utd,True,80,0.0,1125,0.0,0,0.3779644730092272,0.0,0.17
Calvin,Ramsay,Liverpool,Defender,Man Utd,True,39,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Rhys,Williams,Liverpool,Defender,Man Utd,True,39,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Amara,Nallo,Liverpool,Defender,Man Utd,True,39,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Charalampos,Kostoulas,Brighton,Forward,Newcastle,True,49,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Evan,Ferguson,Brighton,Forward,Newcastle,True,55,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Andrew,Moran,Brighton,Midfielder,Newcastle,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Adrian,Mazilu,Brighton,Midfielder,Newcastle,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Joe,Knight,Brighton,Midfielder,Newcastle,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Malick,Yalcouyé,Brighton,Midfielder,Newcastle,True,50,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Manuel,Akanji,Man City,Defender,Everton,True,54,0.0,1115,0.0,0,0.3779644730092272,0.0,0.17
Marcus,Bettinelli,Man City,Goalkeeper,Everton,True,40,0.0,1115,0.0,0,0.3779644730092272,0.0,0.08
Stefan,Ortega Moreno,Man City,Goalkeeper,Everton,True,48,0.0,1115,0.0,0,0.3779644730092272,0.0,0.08
Ederson,Santana de Moraes,Man City,Goalkeeper,Everton,True,53,0.0,1115,0.0,0,0.3779644730092272,0.0,0.08
Giovanni,Leoni,Liverpool,Defender,Man Utd,True,50,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Jayden,Danns,Liverpool,Forward,Man Utd,True,44,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Darwin,Núñez Ribeiro,Liverpool,Forward,Man Utd,True,65,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Tom,Watson,Brighton,Midfielder,Newcastle,True,49,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Jeremy,Sarmiento Morante,Brighton,Midfielder,Newcastle,True,49,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Abdallah,Sima,Brighton,Midfielder,Newcastle,True,54,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Julio,Enciso Espínola,Brighton,Midfielder,Newcastle,True,54,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Solly,March,Brighton,Midfielder,Newcastle,True,58,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Charlie,Tasker,Brighton,Defender,Newcastle,True,39,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Mateo,Kovačić,Man City,Midfielder,Everton,True,59,0.0,1115,0.0,0,0.3779644730092272,0.0,0.09
İlkay,Gündoğan,Man City,Midfielder,Everton,True,63,0.0,1115,0.0,0,0.3779644730092272,0.0,0.09
Vitor,de Oliveira Nunes dos Reis,Man City,Defender,Everton,True,50,0.0,1115,0.0,0,0.3779644730092272,0.0,0.17
Gabriel,Słonina,Chelsea,Goalkeeper,Nott'm Forest,False,40,0.0,1165,0.0,0,0.3779644730092272,0.0,0.23
Mike,Penders,Chelsea,Goalkeeper,Nott'm Forest,False,40,0.0,1165,0.0,0,0.3779644730092272,0.0,0.23
Pervis,Estupiñán Tenorio,Brighton,Defender,Newcastle,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Olivier,Boscagli,Brighton,Defender,Newcastle,True,43,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Kjell,Scherpen,Brighton,Goalkeeper,Newcastle,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Carl,Rushworth,Brighton,Goalkeeper,Newcastle,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Tom,McGill,Brighton,Goalkeeper,Newcastle,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Dermot,Mee,Man Utd,Goalkeeper,Liverpool,False,40,0.0,1335,0.0,0,0.3779644730092272,0.0,0.06
Tom,Heaton,Man Utd,Goalkeeper,Liverpool,False,40,0.0,1335,0.0,0,0.3779644730092272,0.0,0.06
Elyh,Harrison,Man Utd,Goalkeeper,Liverpool,False,40,0.0,1335,0.0,0,0.3779644730092272,0.0,0.06
André,Onana,Man Utd,Goalkeeper,Liverpool,False,49,0.0,1335,0.0,0,0.3779644730092272,0.0,0.06
Ryan,McAidoo,Man City,Midfielder,Everton,True,45,0.0,1115,0.0,0,0.3779644730092272,0.0,0.09
Stephen,Mfuni,Man City,Defender,Everton,True,40,0.0,1115,0.0,0,0.3779644730092272,0.0,0.17
Divine,Mukasa,Man City,Midfielder,Everton,True,45,0.0,1115,0.0,0,0.3779644730092272,0.0,0.09
Kalvin,Phillips,Man City,Midfielder,Everton,True,49,0.0,1115,0.0,0,0.3779644730092272,0.0,0.09
Sverre,Nypan,Man City,Midfielder,Everton,True,50,0.0,1115,0.0,0,0.3779644730092272,0.0,0.09
Claudio,Echeverri,Man City,Midfielder,Everton,True,54,0.0,1115,0.0,0,0.3779644730092272,0.0,0.09
Sékou,Koné,Man Utd,Midfielder,Liverpool,False,44,0.0,1335,0.0,0,0.3779644730092272,0.0,0.08
Jack,Fletcher,Man Utd,Midfielder,Liverpool,False,44,0.0,1335,0.0,0,0.3779644730092272,0.0,0.08
Jayce,Fitzgerald,Man Utd,Midfielder,Liverpool,False,44,0.0,1335,0.0,0,0.3779644730092272,0.0,0.08
Toby,Collyer,Man Utd,Midfielder,Liverpool,False,45,0.0,1335,0.0,0,0.3779644730092272,0.0,0.08
Antony,dos Santos,Man Utd,Midfielder,Liverpool,False,59,0.0,1335,0.0,0,0.3779644730092272,0.0,0.08
Marcus,Rashford,Man Utd,Midfielder,Liverpool,False,70,0.0,1335,0.0,0,0.3779644730092272,0.0,0.08
Tyrell,Malacia,Man Utd,Defender,Liverpool,False,39,0.0,1335,0.0,0,0.3779644730092272,0.0,0.15
Tyler,Fredricson,Man Utd,Defender,Liverpool,False,39,0.0,1335,0.0,0,0.3779644730092272,0.0,0.15
Harry,Amass,Man Utd,Defender,Liverpool,False,40,0.0,1335,0.0,0,0.3779644730092272,0.0,0.15
Diego,León Blanco,Man Utd,Defender,Liverpool,False,43,0.0,1335,0.0,0,0.3779644730092272,0.0,0.15
Lisandro,Martínez,Man Utd,Defender,Liverpool,False,49,0.0,1335,0.0,0,0.3779644730092272,0.0,0.15
Jacob,Slater,Brighton,Defender,Newcastle,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Eiran,Cashin,Brighton,Defender,Newcastle,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Adam,Webster,Brighton,Defender,Newcastle,True,44,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Tariq,Lamptey,Brighton,Defender,Newcastle,True,44,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Senne,Lammens,Man Utd,Goalkeeper,Liverpool,False,50,0.0,1335,0.0,0,4.5,0.0,0.06
Jason,Steele,Brighton,Goalkeeper,Newcastle,True,44,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Iwan,Morgan,Brentford,Forward,West Ham,False,44,0.0,1100,0.0,0,0.3779644730092272,0.0,0.09
Ryan,Trevitt,Brentford,Midfielder,West Ham,False,45,0.0,1100,0.0,0,0.3779644730092272,0.0,0.1
Myles,Peart-Harris,Brentford,Midfielder,West Ham,False,44,0.0,1100,0.0,-1,0.3779644730092272,0.0,0.1
Paris,Maghoma,Brentford,Midfielder,West Ham,False,45,0.0,1100,0.0,0,0.3779644730092272,0.0,0.1
Yunus Emre,Konak,Brentford,Midfielder,West Ham,False,44,0.0,1100,0.0,0,0.3779644730092272,0.0,0.1
Romelle,Donovan,Brentford,Midfielder,West Ham,False,45,0.0,1100,0.0,0,0.3779644730092272,0.0,0.1
Gustavo,Nunes Fernandes Gomes,Brentford,Midfielder,West Ham,False,49,0.0,1100,0.0,0,0.3779644730092272,0.0,0.1
Antoni,Milambo,Brentford,Midfielder,West Ham,False,53,0.0,1100,0.0,0,0.3779644730092272,0.0,0.1
Ethan,Wheatley,Man Utd,Forward,Liverpool,False,45,0.0,1335,0.0,0,0.3779644730092272,0.0,0.06
Chido,Obi,Man Utd,Forward,Liverpool,False,43,0.0,1335,0.0,0,0.3779644730092272,0.0,0.06
Rasmus,Højlund,Man Utd,Forward,Liverpool,False,63,0.0,1335,0.0,0,0.3779644730092272,0.0,0.06
Jack,Moorhouse,Man Utd,Midfielder,Liverpool,False,45,0.0,1335,0.0,0,0.3779644730092272,0.0,0.08
Miodrag,Pivaš,Newcastle,Defender,Brighton,False,39,0.0,1150,0.0,0,0.3779644730092272,0.0,0.15
Jayden,Meghoma,Brentford,Defender,West Ham,False,40,0.0,1100,0.0,0,0.3779644730092272,0.0,0.23
Kim,Ji-soo,Brentford,Defender,West Ham,False,39,0.0,1100,0.0,0,0.3779644730092272,0.0,0.23
Benjamin,Fredrick,Brentford,Defender,West Ham,False,40,0.0,1100,0.0,0,0.3779644730092272,0.0,0.23
Benjamin,Arthur,Brentford,Defender,West Ham,False,40,0.0,1100,0.0,0,0.3779644730092272,0.0,0.23
Mads,Roerslev Rasmussen,Brentford,Defender,West Ham,False,45,0.0,1100,0.0,0,0.3779644730092272,0.0,0.23
Ethan,Pinnock,Brentford,Defender,West Ham,False,44,0.0,1100,0.0,0,0.5773502691896257,0.0,0.23
Hákon Rafn,Valdimarsson,Brentford,Goalkeeper,West Ham,False,40,0.0,1100,0.0,0,0.3779644730092272,0.0,0.09
Harrison,Ashby,Newcastle,Defender,Brighton,False,39,0.0,1150,0.0,0,0.3779644730092272,0.0,0.15
Alex,Murphy,Newcastle,Defender,Brighton,False,39,0.0,1150,0.0,0,0.3779644730092272,0.0,0.15
Josh,Nichols,Arsenal,Defender,Fulham,False,39,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Emil,Krafth,Newcastle,Defender,Brighton,False,44,0.0,1150,0.0,0,0.3779644730092272,0.0,0.15
Odysseas,Vlachodimos,Newcastle,Goalkeeper,Brighton,False,40,0.0,1150,0.0,0,0.3779644730092272,0.0,0.06
Mark,Gillespie,Newcastle,Goalkeeper,Brighton,False,40,0.0,1150,0.0,0,0.3779644730092272,0.0,0.06
Yoane,Wissa,Newcastle,Forward,Brighton,False,74,0.0,1150,0.0,0,0.3779644730092272,0.0,0.06
Guido,Rodríguez,West Ham,Midfielder,Brentford,True,49,0.0,1185,0.0,0,0.7559289460184545,0.0,0.11
Sean,Neave,Newcastle,Forward,Brighton,False,44,0.0,1150,0.0,0,0.3779644730092272,0.0,0.06
Julian,Eyestone,Brentford,Goalkeeper,West Ham,False,40,0.0,1100,0.0,0,0.3779644730092272,0.0,0.09
Matthew,Cox,Brentford,Goalkeeper,West Ham,False,40,0.0,1100,0.0,0,0.3779644730092272,0.0,0.09
Ellery,Balcombe,Brentford,Goalkeeper,West Ham,False,40,0.0,1100,0.0,0,0.3779644730092272,0.0,0.09
Reiss,Nelson,Brentford,Midfielder,West Ham,False,49,0.0,1100,0.0,0,0.3779644730092272,0.0,0.1
Álex,Jiménez Sánchez,Bournemouth,Defender,Crystal Palace,False,45,0.0,1140,0.0,0,0.5,0.0,0.18
Remy,Rees-Dottin,Bournemouth,Midfielder,Crystal Palace,False,44,0.0,1140,0.0,0,0.3779644730092272,0.0,0.1
Jenson,Metcalfe,Everton,Midfielder,Man City,False,45,0.0,1275,0.0,0,0.3779644730092272,0.0,0.08
Daniel,Adu-Adjei,Bournemouth,Forward,Crystal Palace,False,44,0.0,1140,0.0,0,0.3779644730092272,0.0,0.09
Enes,Ünal,Bournemouth,Forward,Crystal Palace,False,54,0.0,1140,0.0,0,0.3779644730092272,0.0,0.09
Joe,White,Newcastle,Midfielder,Brighton,False,45,0.0,1150,0.0,0,0.3779644730092272,0.0,0.07
Garang,Kuol,Newcastle,Midfielder,Brighton,False,44,0.0,1150,0.0,0,0.3779644730092272,0.0,0.07
Isaac,Hayden,Newcastle,Midfielder,Brighton,False,45,0.0,1150,0.0,0,0.3779644730092272,0.0,0.07
Antoñito,Cordero Campillo,Newcastle,Midfielder,Brighton,False,49,0.0,1150,0.0,0,0.3779644730092272,0.0,0.07
Christian,Nørgaard,Arsenal,Midfielder,Fulham,False,53,0.0,1125,0.0,0,0.3779644730092272,0.0,0.17
Matt,Targett,Newcastle,Defender,Brighton,False,40,0.0,1150,0.0,0,0.3779644730092272,0.0,0.15
Ben,Winterburn,Bournemouth,Midfielder,Crystal Palace,False,45,0.0,1140,0.0,0,0.3779644730092272,0.0,0.1
Zain,Silcott-Duberry,Bournemouth,Midfielder,Crystal Palace,False,44,0.0,1140,0.0,0,0.3779644730092272,0.0,0.1
Dominic,Sadi,Bournemouth,Midfielder,Crystal Palace,False,45,0.0,1140,0.0,0,0.3779644730092272,0.0,0.1
Hamed,Traorè,Bournemouth,Midfielder,Crystal Palace,False,45,0.0,1140,0.0,0,1.511857892036909,0.0,0.1
Romain,Faivre,Bournemouth,Midfielder,Crystal Palace,False,45,0.0,1140,0.0,0,0.3779644730092272,0.0,0.1
Luis,Sinisterra Lucumí,Bournemouth,Midfielder,Crystal Palace,False,50,0.0,1140,0.0,0,0.3779644730092272,0.0,0.1
Philip,Billing,Bournemouth,Midfielder,Crystal Palace,False,49,0.0,1140,0.0,0,0.3779644730092272,0.0,0.1
Benjamin,White,Arsenal,Defender,Fulham,False,54,0.0,1125,0.0,0,2.2677868380553634,0.0,0.25
Karl,Hein,Arsenal,Goalkeeper,Fulham,False,40,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Jair,Paula da Cunha Filho,Nott'm Forest,Defender,Chelsea,True,43,0.0,1245,0.0,-1,1.1338934190276817,0.0,0.24
David,Mota Veiga Teixeira do Carmo,Nott'm Forest,Defender,Chelsea,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Tommy,Setford,Arsenal,Goalkeeper,Fulham,False,40,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Matt,Turner,Nott'm Forest,Goalkeeper,Chelsea,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Carlos Miguel,dos Santos Pereira,Nott'm Forest,Goalkeeper,Chelsea,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Seung-Soo,Park,Newcastle,Midfielder,Brighton,False,44,0.0,1150,0.0,0,0.3779644730092272,0.0,0.07
Aaron,Ramsdale,Newcastle,Goalkeeper,Brighton,False,49,0.0,1150,0.0,0,0.3779644730092272,0.0,0.06
Matai,Akinmboni,Bournemouth,Defender,Crystal Palace,False,40,0.0,1140,0.0,0,0.3779644730092272,0.0,0.18
Illia,Zabarnyi,Bournemouth,Defender,Crystal Palace,False,50,0.0,1140,0.0,0,0.3779644730092272,0.0,0.18
Alex,Paulsen,Bournemouth,Goalkeeper,Crystal Palace,False,40,0.0,1140,0.0,0,0.3779644730092272,0.0,0.09
Callan,McKenna,Bournemouth,Goalkeeper,Crystal Palace,False,40,0.0,1140,0.0,0,0.3779644730092272,0.0,0.09
Will,Dennis,Bournemouth,Goalkeeper,Crystal Palace,False,40,0.0,1140,0.0,0,0.3779644730092272,0.0,0.09
Norberto,Murara Neto,Bournemouth,Goalkeeper,Crystal Palace,False,45,0.0,1140,0.0,0,0.3779644730092272,0.0,0.09
Alfie,Pond,Wolves,Defender,Sunderland,False,39,0.0,1050,0.0,0,0.3779644730092272,0.0,0.24
Marko,Stamenić,Nott'm Forest,Midfielder,Chelsea,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Eric,da Silva Moreira,Nott'm Forest,Midfielder,Chelsea,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Pedro,Cardoso de Lima,Wolves,Defender,Sunderland,False,40,0.0,1050,0.0,0,0.3779644730092272,0.0,0.24
Lewis,O'Brien,Nott'm Forest,Midfielder,Chelsea,True,50,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Nicolás,Domínguez,Nott'm Forest,Midfielder,Chelsea,True,50,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
João Pedro,Ferreira da Silva,Nott'm Forest,Midfielder,Chelsea,True,54,0.0,1245,0.0,0,0.3779644730092272,0.0,0.17
Willy,Boly,Nott'm Forest,Defender,Chelsea,True,39,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Zach,Abbott,Nott'm Forest,Defender,Chelsea,True,39,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Omar,Richards,Nott'm Forest,Defender,Chelsea,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Leo Fuhr,Hjelde,Sunderland,Defender,Wolves,True,40,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Dennis,Cirkin,Sunderland,Defender,Wolves,True,40,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Joe,Anderson,Sunderland,Defender,Wolves,True,39,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Aji,Alese,Sunderland,Defender,Wolves,True,40,0.0,1125,0.0,0,0.3779644730092272,0.0,0.25
Blondy,Nna Noukeu,Sunderland,Goalkeeper,Wolves,True,40,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Simon,Moore,Sunderland,Goalkeeper,Wolves,True,40,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Anthony,Patterson,Sunderland,Goalkeeper,Wolves,True,44,0.0,1125,0.0,0,0.3779644730092272,0.0,0.16
Luis Eduardo,Soares da Silva,Nott'm Forest,Defender,Chelsea,True,45,0.0,1245,0.0,0,0.3779644730092272,0.0,0.24
Nicolò,Savona,Nott'm Forest,Defender,Chelsea,True,45,0.0,1245,0.0,0,0.5,0.0,0.24
John Victor,Maciel Furtado,Nott'm Forest,Goalkeeper,Chelsea,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Bastien,Meupiyou Menadjou,Wolves,Defender,Sunderland,False,40,0.0,1050,0.0,0,0.3779644730092272,0.0,0.24
Angus,Gunn,Nott'm Forest,Goalkeeper,Chelsea,True,40,0.0,1245,0.0,0,0.3779644730092272,0.0,0.15
Taiwo,Awoniyi,Nott'm Forest,Forward,Chelsea,True,52,0.0,1245,0.0,-1,0.3779644730092272,0.0,0.15
Chris,Mepham,Bournemouth,Defender,Crystal Palace,False,40,0.0,1140,0.0,0,0.3779644730092272,0.0,0.18
Julián,Araujo Zúñiga,Bournemouth,Defender,Crystal Palace,False,40,0.0,1140,0.0,0,0.3779644730092272,0.0,0.18
